cc,ndc,operator_name,plmn_name,country_name,data_date,execution_id,ld_year,ld_month,ld_day
63,916000007,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,916000006,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,916000005,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,916000004,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,916000003,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,916000001,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000009,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000008,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000007,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000006,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000005,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000004,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000003,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000002,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,9160000001,GLOBE TELECOM,PHLGT,PHILIPPINES,NULL,NULL,2022,4,18
63,922,SMART COMMUNICATIONS,PHLSR,PHILIPPINES,NULL,NULL,2022,4,18
64,2900000043,VODAFONE NEW ZEALAND LIMITED,NZLBS,NEW ZEALAND,NULL,NULL,2022,4,18
64,21,VODAFONE NEW ZEALAND LIMITED,NZLBS,NEW ZEALAND,NULL,NULL,2022,4,18
64,22,TWO DEGREES NETWORKS LTD,NZLNH,NEW ZEALAND,NULL,NULL,2022,4,18
64,27743,SPARK NEW ZEALAND TRADING LIMITED,NZLTM,NEW ZEALAND,NULL,NULL,2022,4,18
64,2900000042,VODAFONE NEW ZEALAND LIMITED,NZLBS,NEW ZEALAND,NULL,NULL,2022,4,18
65,9818,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,9,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,964,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,962,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,9876,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,911,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,9334,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,9437,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9680,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,961,SINGTEL MOBILE SINGAPORE,SGPST,SINGAPORE,NULL,NULL,2022,4,18
65,9854,STARHUB MOBILE ,SGPSH,SINGAPORE,NULL,NULL,2022,4,18
65,9024,STARHUB MOBILE ,SGPSH,SINGAPORE,NULL,NULL,2022,4,18
65,9360,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9047,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9766,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9686,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9684,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9474,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,93,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
65,9790,M1 LIMITED,SGPM1,SINGAPORE,NULL,NULL,2022,4,18
66,8678,DTAC,THADT,THAILAND,NULL,NULL,2022,4,18
66,89379,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89381,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89394,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89395,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89396,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89397,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,89398,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,895,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,898,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,899,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,901,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90334,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90335,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90336,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90337,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90338,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90339,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9034,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9035,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9036,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9037,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9038,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9039,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,904,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90500,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90501,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90502,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9074,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9075,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9076,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9077,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9078,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9079,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9080,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9081,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9082,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9083,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9084,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9085,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9086,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9087,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90880,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90881,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90882,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90883,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,90884,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91203,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91204,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91205,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91206,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91207,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91208,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,91209,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9121,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9122,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9123,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9124,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9125,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9126,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9127,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9128,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9129,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9130,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9131,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9132,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9133,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9134,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9135,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9136,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9137,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,92,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,922,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,923,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,924,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9240,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,925,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9250,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,926,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9260,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,927,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9270,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,928,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9280,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,929,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9290,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,930,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9300,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,931,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9310,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,932,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9320,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,933,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9330,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,934,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9340,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,935,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9350,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,936,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9360,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,937,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9370,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,979,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,980,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9800,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,981,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9810,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,982,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9820,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,983,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9830,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,984,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9840,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,985,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9850,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,986,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9860,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,987,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9870,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,988,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9880,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,989,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9890,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,990,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,9900,AIS,THAWN,THAILAND,NULL,NULL,2022,4,18
66,802,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,803,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,809,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81202,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81203,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81204,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81234,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81235,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81245,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81246,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81247,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81248,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81249,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81468,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,81469,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,820,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,825,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,826,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82900,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82901,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82902,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82903,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82904,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82905,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82906,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82907,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82908,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,82909,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8291,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8292,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8293,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8294,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8295,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8296,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8297,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8298,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8299,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8320,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8321,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8322,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8323,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8324,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8325,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8326,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8327,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8340,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8342,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8343,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8344,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8345,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8346,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8347,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8348,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8349,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8350,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8351,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8352,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8353,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8360,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8361,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8368,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8370,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8371,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8375,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83770,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83771,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83772,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83773,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83774,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83775,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83776,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83777,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83778,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,83779,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,838,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,839,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8390,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8391,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8392,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8393,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8394,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8397,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8398,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,840,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,841,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,842,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84500,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84501,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84502,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84503,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84504,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84505,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84506,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84507,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84508,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,84509,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8458,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8497,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8498,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8499,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,855,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,858,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8593,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8594,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8595,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8596,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8597,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8598,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8599,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,865,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8670,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8671,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8672,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8673,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,8674,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,886,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88700,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88701,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88702,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88908,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88909,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88910,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88912,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88913,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88914,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88915,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88916,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88917,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88918,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88919,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88920,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88921,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88923,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88924,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88925,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88926,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88927,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88928,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88929,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88930,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88931,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88932,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88934,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88935,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88936,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88937,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88938,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88939,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88940,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88941,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88942,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88943,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88944,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88945,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88946,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88947,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88948,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88949,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88956,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88957,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88958,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88959,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88960,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88961,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88962,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88963,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88964,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88965,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88967,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88968,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88969,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88970,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88971,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88972,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88973,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88974,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88975,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88976,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88978,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88979,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88980,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88981,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88982,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88983,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88984,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88985,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88986,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88987,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88989,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88990,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88991,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88992,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
66,88993,TRUE MOVE,THACA,THAILAND,NULL,NULL,2022,4,18
